Date,Close,High,Low,Open,Volume
2004-06-01,104.62118530273438,104.62118530273438,97.64643961588541,97.64643961588541,4147430000
2004-07-01,104.62118530273438,108.80603271484375,97.64643961588541,100.436337890625,5378590000
2004-08-01,114.13216400146484,120.472839779324,112.54699505700006,117.30250189039442,3088650000
2004-09-01,126.81350708007812,133.15418243408203,114.13215637207031,114.13215637207031,11951940000
2004-10-01,152.17625427246094,153.76142358779907,126.81354522705077,126.81354522705077,8032670000
2004-11-01,174.36865234375,179.12416104403408,152.1762784090909,152.1762784090909,4568940000
2004-12-01,192.19427490234375,197.03950872341125,161.507794035583,177.6585734391413,7000770000
2005-01-01,185.7339630126953,203.4998203443444,176.04349537725034,190.5791968304178,8322180000
2005-02-01,211.57521057128906,218.0355223444582,185.73396347861254,185.73396347861254,6298830000
2005-03-01,219.65066528320312,251.9522337072036,205.11495949240293,209.96019475600298,13653020000
2005-04-01,198.6545867919922,222.88075591296683,192.19427502639894,219.6506000301702,11934650000
2005-05-01,224.49583435058594,224.49583435058594,198.65458723109404,200.2696651760623,3581530000
2005-06-01,232.57119750976562,239.03150855170355,221.26565318637424,222.88073094685873,3902910000
2005-07-01,235.8013916015625,237.41646962623076,222.8807674042166,232.57123555222606,3154000000
2005-08-01,226.36688232421875,252.80389047887203,204.88681319856295,241.23769941121122,6793050000
2005-09-01,228.01925659179688,241.23776422030684,216.45306241685066,224.71462968466938,5918560000
2005-10-01,213.14833068847656,237.9330203034157,209.84370540648467,228.01914445744004,4392860000
2005-11-01,221.2435302734375,222.91961762399384,196.10222001509234,209.5109188195431,6454760000
2005-12-01,227.94793701171875,239.68055141673366,219.56749815099377,221.24358592313877,4601440000
2006-01-01,243.03265380859375,248.06091561153016,224.59569386449354,227.94786839978448,3333670000
2006-02-01,241.3565673828125,249.73700375027127,232.97613101535373,246.38482920328775,1765190000
2006-03-01,279.9067077636719,284.93497197499534,239.6805940730843,241.35668214352546,3990890000
2006-04-01,293.3153381347656,330.18926635742184,273.2022863769531,279.9066369628906,4054980000
2006-05-01,274.8783874511719,315.1044929318312,259.7935978959246,294.9914401915015,5545850000
2006-06-01,274.8783874511719,279.9066506362543,246.3848960690382,271.52621199445025,4399260000
2006-07-01,286.1887512207031,301.61209709487275,267.3379951522736,293.04357160922297,3584700000
2006-08-01,311.8944091796875,311.8944091796875,279.3340038257641,293.0436481853108,6389110000
2006-09-01,330.7451477050781,337.59996941917296,301.6121554201749,310.18068256279344,6154360000
2006-10-01,318.749267578125,332.45891349546366,310.1807388797883,325.60409053679433,4533580000
2006-11-01,367.6306457519531,384.97171394779997,322.5438684427513,326.0120820819207,4782860000
2006-12-01,360.6941833496094,374.5670365553636,339.8849035409781,374.5670365553636,2782110000
2007-01-01,353.75775146484375,374.56703096277573,319.0756189682904,360.6941779641544,3784610000
2007-02-01,341.6190185546875,378.03525911127855,326.01205831614845,364.16240556591055,2873300000
2007-03-01,353.75775146484375,364.1623912138097,331.2143653420841,343.35311171587773,2510400000
2007-04-01,367.6306457519531,384.97171394779997,353.7577911952757,364.16243211278373,3005050000
2007-05-01,364.1624450683594,391.9081551688058,357.22601754324774,367.6306588309152,3237030000
2007-06-01,378.0352783203125,381.5034918828842,360.6942105074541,364.1624240700258,5243300000
